GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
66,588.41,1618.33,2485.12,-1419.92,-1062.29,681.2,413.55,-487.37,97.76,3304.4,-389.61,2914.79
67,570.23,1600.99,2455.84,-1426.51,-1077.08,677.09,413.5,-474.66,98.97,3214.06,-375.69,2838.37
68,601.31,1542.01,2479.88,-1426.52,-1070.99,706.89,416.61,-483.58,97.43,3249.19,-386.15,2863.04
69,585.94,1556.3,2496.78,-1412.31,-1070.23,674.26,413.59,-482.56,98.3,3244.33,-384.26,2860.07
70,601.66,1535.68,2431.26,-1414.77,-1076.4,693.56,417.5,-478.8,97.09,3188.49,-381.71,2806.78
71,574.21,1593.61,2470.5,-1393.55,-1067.64,675.85,412.47,-480.72,98.25,3265.44,-382.47,2882.97
72,565.15,1538.85,2491.31,-1384.14,-1067.6,701.12,418.21,-484.68,98.36,3262.9,-386.32,2876.58
73,584.12,1558.35,2479.97,-1447.18,-1083.48,672.56,413.97,-467.32,96.65,3178.31,-370.67,2807.64
74,635.66,1593.71,2470.5,-1409.9,-1079.73,664.17,407.58,-467.85,97.48,3281.99,-370.37,2911.62
75,573.39,1617.15,2453.41,-1378.33,-1084.88,675.42,415.78,-470.47,98.36,3271.94,-372.12,2899.82
76,582.52,1560.01,2474.93,-1414.8,-1082.96,675.04,411.58,-465.46,96.29,3206.31,-369.17,2837.14
77,568.57,1541.22,2488.88,-1417.89,-1082.33,700.36,414.97,-468.45,96.18,3213.77,-372.27,2841.5
78,648.81,1582.9,2467.3,-1430.31,-1091.92,664.17,415.64,-463.42,97.27,3256.58,-366.15,2890.43
79,623.68,1547.07,2464.19,-1391.17,-1091.32,662.54,412.81,-464.3,97.52,3227.8,-366.78,2861.01
80,613.66,1580.68,2472.41,-1386.96,-1094.46,665.46,412.18,-464.11,98.08,3262.97,-366.03,2896.94
81,588.85,1605.69,2478.86,-1427.29,-1094.18,685.65,417.73,-466.05,97.12,3255.3,-368.93,2886.37

Delta Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
1,0.0,0.0,0.0,-134.01,-1110.05,0.0,0.0,1082.97,-21.29,-1244.06,1061.68,-182.37
2,0.0,-0.0,-0.0,-125.14,-1098.97,-0.0,0.0,1073.95,-19.3,-1224.11,1054.66,-169.45
3,0.0,0.0,0.0,-117.59,-1072.19,0.0,0.0,1047.03,-17.98,-1189.78,1029.05,-160.73
4,-0.0,0.0,0.0,-119.34,-1059.86,0.0,0.0,1036.38,-17.71,-1179.2,1018.66,-160.54
5,0.0,-0.0,-0.0,-113.63,-1073.44,-0.0,0.0,1048.08,-18.1,-1187.07,1029.98,-157.08
6,-0.0,0.0,-0.0,-117.38,-1079.8,-0.0,0.0,1055.3,-17.53,-1197.18,1037.77,-159.41
7,-0.0,-0.0,0.0,-107.68,-1079.15,0.0,0.0,1052.97,-16.98,-1186.83,1036.0,-150.84
8,0.0,-0.0,-0.0,-121.25,-1074.13,0.0,0.0,1049.31,-18.12,-1195.38,1031.19,-164.19
9,0.0,0.0,0.0,-121.07,-1077.27,0.0,0.0,1053.59,-17.71,-1198.33,1035.88,-162.45
10,-0.0,0.0,0.0,-106.87,-1074.61,0.0,-0.0,1048.58,-16.37,-1181.48,1032.21,-149.27
11,-0.0,-0.0,0.0,-103.5,-1070.25,0.0,0.0,1045.38,-16.29,-1173.75,1029.1,-144.65
12,0.0,0.0,0.0,-100.99,-1107.35,-0.0,0.0,1080.51,-16.49,-1208.34,1064.03,-144.31
13,0.0,0.0,0.0,-95.2,-1121.69,0.0,-0.0,1092.13,-16.96,-1216.89,1075.17,-141.72
14,-0.0,0.0,0.0,-98.2,-1109.46,0.0,0.0,1078.81,-16.92,-1207.66,1061.88,-145.78
15,0.0,0.0,0.0,-107.07,-1104.38,0.0,0.0,1074.65,-17.88,-1211.45,1056.77,-154.68
16,0.0,-0.0,0.0,-91.86,-1124.95,0.0,0.0,1092.76,-17.44,-1216.82,1075.33,-141.49
17,0.0,-0.0,-0.0,-94.06,-1103.14,0.0,-0.0,1074.36,-16.97,-1197.2,1057.38,-139.81
18,0.0,-0.0,0.0,-112.66,-1097.09,0.0,-0.0,1070.3,-16.14,-1209.75,1054.16,-155.59
19,0.0,0.0,0.0,-104.86,-1117.6,0.0,0.0,1088.22,-16.96,-1222.46,1071.26,-151.21
20,-0.0,0.0,0.0,-107.95,-1097.8,0.0,-0.0,1071.36,-16.98,-1205.75,1054.38,-151.38
21,-0.0,0.0,0.0,-105.95,-1100.54,0.0,0.0,1072.83,-16.78,-1206.5,1056.04,-150.46
22,0.0,0.0,0.0,-108.77,-1095.06,0.0,0.0,1067.61,-16.41,-1203.83,1051.21,-152.62
23,-0.0,-0.0,0.0,-101.99,-1097.49,0.0,0.0,1069.44,-16.53,-1199.48,1052.91,-146.58
24,0.0,-0.0,0.0,-95.46,-1099.55,0.0,0.0,1070.4,-16.88,-1195.02,1053.52,-141.5
25,0.0,0.0,0.0,-104.13,-1111.89,-0.0,0.0,1083.57,-17.17,-1216.02,1066.4,-149.62
26,0.0,-0.0,0.0,-101.49,-1101.7,0.0,0.0,1072.53,-16.97,-1203.19,1055.55,-147.63
27,-0.0,0.0,-0.0,-104.37,-1089.22,0.0,0.0,1061.75,-16.49,-1193.6,1045.26,-148.34
28,0.0,-0.0,0.0,-94.35,-1083.69,-0.0,0.0,1056.47,-15.56,-1178.04,1040.91,-137.13
29,0.0,0.0,0.0,-93.52,-1080.36,-0.0,-0.0,1052.48,-16.84,-1173.88,1035.64,-138.24
30,0.0,0.0,-0.0,-98.08,-1105.85,0.0,0.0,1077.38,-15.85,-1203.93,1061.53,-142.4
31,-0.0,0.0,0.0,-104.81,-1092.15,0.0,0.0,1064.2,-17.33,-1196.96,1046.86,-150.1
32,0.0,0.0,-0.0,-99.44,-1110.13,0.0,0.0,1081.17,-15.93,-1209.57,1065.24,-144.33
33,0.0,0.0,-0.0,-94.71,-1106.39,-0.0,0.0,1078.63,-15.53,-1201.1,1063.09,-138.01
34,0.0,-0.0,0.0,-93.77,-1098.98,0.0,-0.0,1070.84,-15.14,-1192.74,1055.7,-137.04
35,0.0,-0.0,0.0,-99.58,-1095.69,0.0,-0.0,1068.44,-15.64,-1195.27,1052.8,-142.47
36,0.0,-0.0,0.0,-85.55,-1091.89,0.0,0.0,1061.69,-15.43,-1177.44,1046.26,-131.18
37,0.0,0.0,0.0,-98.06,-1098.27,0.0,0.0,1070.83,-15.44,-1196.33,1055.38,-140.95
38,-0.0,-0.0,0.0,-102.28,-1101.66,0.0,0.0,1074.13,-15.9,-1203.94,1058.23,-145.72
39,0.0,0.0,0.0,-87.72,-1108.02,0.0,0.0,1077.93,-15.66,-1195.74,1062.27,-133.48
40,-0.0,-0.0,0.0,-90.31,-1092.34,-0.0,-0.0,1063.0,-15.66,-1182.65,1047.34,-135.3
41,0.0,0.0,0.0,-87.42,-1090.75,-0.0,0.0,1062.22,-15.14,-1178.17,1047.08,-131.09
42,0.0,-0.0,0.0,-90.05,-1108.49,0.0,0.0,1077.37,-16.42,-1198.55,1060.95,-137.6
43,-0.0,0.0,0.0,-92.67,-1105.2,-0.0,0.0,1075.29,-16.27,-1197.87,1059.02,-138.85
44,-0.0,0.0,-0.0,-85.66,-1133.41,0.0,0.0,1100.64,-16.17,-1219.07,1084.47,-134.6
45,0.0,-0.0,-0.0,-92.4,-1120.49,0.0,-0.0,1088.53,-16.47,-1212.9,1072.06,-140.84
46,0.0,0.0,0.0,-100.46,-1102.78,0.0,-0.0,1074.23,-15.78,-1203.24,1058.45,-144.79
47,0.0,0.0,0.0,-83.91,-1126.07,0.0,0.0,1094.16,-15.86,-1209.98,1078.3,-131.68
48,0.0,-0.0,-0.0,-85.77,-1106.51,-0.0,0.0,1074.94,-15.61,-1192.27,1059.34,-132.94
49,0.0,0.0,-0.0,-96.88,-1112.5,0.0,0.0,1083.48,-15.74,-1209.38,1067.74,-141.64
50,-0.0,0.0,0.0,-86.35,-1114.62,0.0,-0.0,1084.59,-15.32,-1200.97,1069.27,-131.7
51,0.0,0.0,0.0,-85.29,-1131.1,0.0,0.0,1099.71,-14.97,-1216.39,1084.74,-131.65
52,0.0,0.0,-0.0,-86.61,-1117.14,0.0,0.0,1086.48,-14.56,-1203.75,1071.92,-131.83
53,0.0,0.0,0.0,-87.58,-1121.66,-0.0,-0.0,1091.57,-14.59,-1209.24,1076.98,-132.26
54,0.0,-0.0,0.0,-82.13,-1116.68,0.0,0.0,1087.07,-14.54,-1198.8,1072.53,-126.27
55,0.0,0.0,-0.0,-78.73,-1125.35,-0.0,0.0,1093.55,-15.34,-1204.08,1078.2,-125.88
56,0.0,0.0,0.0,-89.73,-1147.92,0.0,0.0,1113.76,-16.1,-1237.66,1097.66,-140.0
57,0.0,0.0,0.0,-97.46,-1142.51,-0.0,0.0,1112.19,-16.45,-1239.96,1095.74,-144.22
58,0.0,-0.0,-0.0,-99.56,-1141.11,0.0,0.0,1108.2,-16.36,-1240.66,1091.84,-148.83
59,0.0,-0.0,0.0,-96.12,-1120.02,0.0,0.0,1090.57,-15.54,-1216.15,1075.03,-141.12
60,-0.0,0.0,0.0,-94.22,-1139.15,0.0,0.0,1107.27,-16.59,-1233.38,1090.68,-142.7
61,0.0,0.0,0.0,-100.3,-1146.13,-0.0,0.0,1114.77,-16.42,-1246.43,1098.34,-148.09
62,0.0,0.0,-0.0,-99.43,-1131.33,-0.0,-0.0,1100.15,-16.36,-1230.76,1083.79,-146.96
63,0.0,-0.0,0.0,-92.54,-1130.43,-0.0,0.0,1099.18,-15.66,-1222.96,1083.52,-139.45
64,0.0,-0.0,-0.0,-82.72,-1121.12,0.0,0.0,1090.12,-14.09,-1203.85,1076.03,-127.82
65,-0.0,-0.0,0.0,-86.21,-1122.64,0.0,-0.0,1092.14,-14.7,-1208.86,1077.45,-131.41
66,-0.0,0.0,-0.0,-67.71,-1142.94,-0.0,0.0,1110.16,-13.34,-1210.65,1096.82,-113.83
67,0.0,0.0,0.0,-74.09,-1112.13,0.0,0.0,1082.18,-13.29,-1186.22,1068.89,-117.33
68,0.0,0.0,-0.0,-81.13,-1121.76,-0.0,0.0,1091.68,-14.3,-1202.89,1077.38,-125.51
69,-0.0,0.0,0.0,-69.23,-1122.22,0.0,0.0,1091.2,-13.32,-1191.45,1077.88,-113.57
70,0.0,-0.0,0.0,-77.83,-1113.46,0.0,0.0,1084.35,-13.76,-1191.29,1070.59,-120.7
71,0.0,0.0,0.0,-94.3,-1120.69,-0.0,0.0,1091.6,-14.9,-1214.98,1076.7,-138.29
72,0.0,0.0,-0.0,-95.97,-1114.15,-0.0,0.0,1085.26,-14.96,-1210.13,1070.3,-139.83
73,0.0,-0.0,-0.0,-87.65,-1107.66,-0.0,0.0,1078.65,-15.43,-1195.31,1063.22,-132.09
74,-0.0,-0.0,0.0,-98.76,-1118.87,0.0,-0.0,1089.42,-15.93,-1217.63,1073.49,-144.14
75,-0.0,0.0,0.0,-92.39,-1096.6,0.0,-0.0,1068.99,-14.76,-1188.99,1054.23,-134.76
76,0.0,0.0,0.0,-82.76,-1104.69,0.0,-0.0,1073.98,-15.02,-1187.45,1058.96,-128.5
77,-0.0,0.0,0.0,-93.16,-1099.92,0.0,0.0,1072.47,-14.27,-1193.08,1058.19,-134.89
78,-0.0,0.0,-0.0,-91.05,-1107.08,0.0,-0.0,1079.03,-15.03,-1198.13,1064.0,-134.14
79,0.0,0.0,-0.0,-75.11,-1098.37,-0.0,0.0,1069.5,-13.39,-1173.48,1056.11,-117.37
80,0.0,-0.0,0.0,-81.97,-1096.41,0.0,0.0,1069.11,-12.75,-1178.37,1056.36,-122.01
81,-0.0,0.0,0.0,-87.39,-1103.65,0.0,0.0,1074.56,-13.95,-1191.04,1060.61,-130.43


