loss,status,keep_last_percent,navg,n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf
0.3116,ok,80.0,380.0,350.0,,sqrt,50.0,14.0
0.31410000000000005,ok,85.0,300.0,250.0,25.0,sqrt,4.0,20.0
1000000.0,ok,100.0,260.0,500.0,10.0,,32.0,17.0
0.3114,ok,65.0,220.0,450.0,10.0,sqrt,42.0,18.0
0.32010000000000005,ok,95.0,340.0,450.0,20.0,0.5,44.0,15.0
0.31179999999999997,ok,90.0,240.0,400.0,25.0,sqrt,48.0,19.0
0.31200000000000006,ok,80.0,320.0,500.0,10.0,sqrt,46.0,16.0
0.3198,ok,55.0,260.0,400.0,15.0,log2,48.0,13.0
0.32730000000000004,ok,90.0,220.0,100.0,25.0,auto,28.0,18.0
0.3133,ok,75.0,180.0,300.0,10.0,sqrt,16.0,17.0
0.3133,ok,100.0,300.0,350.0,30.0,sqrt,34.0,19.0
0.3114,ok,70.0,280.0,450.0,,sqrt,50.0,17.0
1000000.0,ok,85.0,200.0,500.0,25.0,,38.0,15.0
0.3123,ok,95.0,240.0,250.0,10.0,sqrt,44.0,20.0
0.31989999999999996,ok,85.0,340.0,150.0,10.0,0.5,36.0,16.0
0.31610000000000005,ok,50.0,320.0,450.0,20.0,sqrt,42.0,14.0
0.3124,ok,65.0,400.0,400.0,25.0,sqrt,46.0,17.0
0.3153,ok,75.0,300.0,500.0,10.0,log2,50.0,16.0
0.3267,ok,80.0,280.0,350.0,15.0,auto,48.0,18.0
0.31010000000000004,ok,70.0,360.0,400.0,25.0,sqrt,50.0,19.0
0.3137,ok,95.0,260.0,450.0,10.0,sqrt,44.0,15.0
0.31399999999999995,ok,90.0,300.0,500.0,30.0,sqrt,40.0,14.0
1000000.0,ok,60.0,380.0,300.0,25.0,,46.0,20.0
0.3133,ok,65.0,360.0,300.0,25.0,sqrt,42.0,19.0
0.3134,ok,55.0,380.0,350.0,25.0,sqrt,48.0,19.0
0.31200000000000006,ok,60.0,400.0,350.0,25.0,sqrt,46.0,20.0
0.3196,ok,50.0,360.0,300.0,25.0,0.5,40.0,20.0
0.3157,ok,70.0,360.0,400.0,25.0,log2,20.0,20.0
0.3225,ok,65.0,400.0,250.0,25.0,auto,38.0,18.0
0.31479999999999997,ok,55.0,320.0,450.0,25.0,sqrt,50.0,16.0
0.31100000000000005,ok,70.0,340.0,350.0,25.0,sqrt,48.0,19.0
0.3157,ok,50.0,380.0,450.0,25.0,sqrt,44.0,13.0
0.31299999999999994,ok,60.0,220.0,200.0,25.0,sqrt,42.0,19.0
1000000.0,ok,45.0,160.0,500.0,25.0,,50.0,17.0
0.3105,ok,60.0,240.0,400.0,25.0,sqrt,50.0,18.0
0.3197,ok,75.0,340.0,250.0,25.0,0.5,36.0,18.0
0.31210000000000004,ok,70.0,360.0,300.0,25.0,sqrt,30.0,20.0
0.3176,ok,55.0,400.0,450.0,25.0,log2,48.0,15.0
0.3165,ok,65.0,300.0,500.0,25.0,sqrt,8.0,13.0
0.3257,ok,75.0,280.0,400.0,,auto,46.0,19.0
0.31210000000000004,ok,60.0,180.0,400.0,25.0,sqrt,50.0,18.0
0.31420000000000003,ok,50.0,200.0,400.0,25.0,sqrt,48.0,17.0
0.3184,ok,45.0,240.0,400.0,25.0,sqrt,24.0,18.0
1000000.0,ok,55.0,200.0,350.0,25.0,,50.0,17.0
0.3134,ok,60.0,180.0,400.0,25.0,sqrt,44.0,18.0
0.32030000000000003,ok,60.0,160.0,400.0,25.0,0.5,10.0,20.0
0.3106,ok,65.0,220.0,450.0,25.0,sqrt,50.0,17.0
0.31200000000000006,ok,45.0,220.0,400.0,25.0,sqrt,48.0,19.0
0.3173,ok,50.0,140.0,450.0,25.0,log2,46.0,18.0
0.32899999999999996,ok,65.0,240.0,400.0,25.0,auto,40.0,16.0
0.31689999999999996,ok,55.0,120.0,350.0,25.0,sqrt,44.0,19.0
0.31299999999999994,ok,40.0,160.0,400.0,25.0,sqrt,48.0,20.0
0.31220000000000003,ok,60.0,180.0,350.0,25.0,sqrt,50.0,17.0
1000000.0,ok,55.0,200.0,450.0,25.0,,42.0,17.0
0.3124,ok,65.0,220.0,500.0,25.0,sqrt,46.0,16.0
0.31989999999999996,ok,50.0,140.0,400.0,25.0,0.5,50.0,18.0
0.3164,ok,60.0,160.0,450.0,20.0,sqrt,44.0,3.0
0.31710000000000005,ok,55.0,100.0,350.0,25.0,sqrt,38.0,19.0
0.31610000000000005,ok,40.0,180.0,400.0,25.0,log2,48.0,20.0
0.3244,ok,70.0,260.0,500.0,15.0,auto,46.0,15.0
0.3125,ok,65.0,140.0,450.0,25.0,sqrt,50.0,19.0
0.31589999999999996,ok,50.0,200.0,400.0,30.0,sqrt,6.0,17.0
0.3144,ok,70.0,240.0,500.0,,sqrt,34.0,14.0
1000000.0,ok,70.0,260.0,450.0,25.0,,42.0,16.0
0.31420000000000003,ok,45.0,220.0,400.0,25.0,sqrt,44.0,18.0
0.31989999999999996,ok,65.0,180.0,350.0,20.0,0.5,14.0,20.0
0.3134,ok,60.0,160.0,450.0,25.0,sqrt,46.0,17.0
0.3153,ok,55.0,120.0,450.0,15.0,sqrt,48.0,18.0
0.3173,ok,70.0,240.0,500.0,25.0,log2,40.0,15.0
0.31289999999999996,ok,65.0,200.0,400.0,25.0,sqrt,12.0,20.0
